cleanliness,sleep_schedule,wakeup_time,noise_tolerance,smoking,drinking,exercise_frequency,diet,cooking_habits,food_sharing,pet_friendly,guest_policy,partying_at_home,overnight_guests
very_clean,night_owl,08:15,quiet,no,social,never,non_veg,never,yes,yes,sometimes,never,allowed
average,flexible,06:00,loud,no,never,sometimes,vegan,sometimes,no,no,rarely,never,allowed
average,flexible,09:30,loud,no,social,daily,vegan,often,yes,no,sometimes,sometimes,not_allowed
very_clean,early_riser,10:45,moderate,yes,social,sometimes,non_veg,never,yes,no,sometimes,sometimes,allowed
average,night_owl,09:30,loud,no,social,never,non_veg,never,no,yes,rarely,never,not_allowed
messy,early_riser,08:00,moderate,yes,social,daily,vegan,often,no,yes,rarely,sometimes,not_allowed
very_clean,early_riser,07:30,loud,no,never,daily,non_veg,never,yes,yes,sometimes,sometimes,allowed
average,flexible,09:45,moderate,no,never,sometimes,non_veg,often,yes,yes,frequently,never,not_allowed
messy,flexible,08:30,moderate,no,social,daily,vegan,often,yes,no,sometimes,often,allowed
messy,flexible,09:15,moderate,no,social,daily,non_veg,often,no,no,sometimes,often,allowed
messy,flexible,09:30,quiet,no,never,daily,vegan,often,yes,no,rarely,never,allowed
very_clean,flexible,09:00,loud,no,social,sometimes,vegan,sometimes,no,yes,rarely,sometimes,allowed
average,flexible,08:45,loud,no,never,sometimes,non_veg,sometimes,yes,yes,rarely,sometimes,allowed
average,flexible,06:15,moderate,no,never,never,non_veg,sometimes,no,no,frequently,never,not_allowed
average,flexible,08:30,loud,no,regular,sometimes,veg,sometimes,no,yes,sometimes,sometimes,allowed
messy,early_riser,07:15,loud,no,social,daily,non_veg,often,yes,no,sometimes,never,allowed
very_clean,night_owl,07:45,quiet,no,regular,never,non_veg,never,yes,no,frequently,never,allowed
very_clean,early_riser,07:30,loud,no,social,daily,vegan,sometimes,no,yes,sometimes,often,allowed
very_clean,early_riser,08:15,quiet,no,never,never,vegan,often,yes,no,rarely,sometimes,allowed
average,early_riser,06:00,moderate,yes,never,daily,vegan,often,no,no,frequently,never,allowed
average,night_owl,08:30,quiet,no,never,daily,veg,often,no,yes,frequently,often,not_allowed
messy,early_riser,07:00,loud,yes,social,never,non_veg,sometimes,yes,no,frequently,never,not_allowed
average,early_riser,08:00,moderate,no,social,sometimes,non_veg,often,no,no,sometimes,never,allowed
very_clean,night_owl,08:30,quiet,yes,social,never,vegan,often,yes,no,sometimes,never,not_allowed
average,flexible,06:45,moderate,yes,social,never,non_veg,often,yes,yes,sometimes,never,not_allowed
average,night_owl,06:00,moderate,no,social,daily,vegan,sometimes,no,yes,rarely,sometimes,not_allowed
average,night_owl,08:30,loud,no,never,sometimes,veg,often,no,no,sometimes,sometimes,not_allowed
messy,flexible,08:15,moderate,yes,social,sometimes,vegan,sometimes,no,yes,sometimes,often,allowed
very_clean,flexible,07:30,quiet,no,never,sometimes,vegan,often,no,no,sometimes,never,allowed
very_clean,early_riser,08:30,quiet,no,never,daily,vegan,never,no,yes,sometimes,often,not_allowed
average,flexible,06:15,moderate,no,social,daily,non_veg,never,no,no,sometimes,sometimes,not_allowed
very_clean,early_riser,07:30,loud,no,social,daily,non_veg,often,yes,no,sometimes,sometimes,allowed
very_clean,early_riser,09:30,quiet,no,regular,never,non_veg,never,yes,no,frequently,never,not_allowed
very_clean,night_owl,08:45,moderate,no,social,never,veg,often,no,no,rarely,often,allowed
messy,early_riser,07:45,moderate,no,social,daily,non_veg,never,yes,yes,frequently,often,not_allowed
average,early_riser,09:15,quiet,no,social,daily,non_veg,never,no,yes,sometimes,never,not_allowed
messy,flexible,08:30,loud,no,social,never,non_veg,never,no,yes,frequently,often,not_allowed
average,flexible,07:45,moderate,no,social,sometimes,veg,sometimes,yes,yes,sometimes,never,allowed
average,early_riser,08:15,moderate,no,regular,never,non_veg,often,no,no,frequently,often,not_allowed
very_clean,flexible,08:45,moderate,no,regular,daily,vegan,often,yes,yes,sometimes,often,allowed
very_clean,flexible,08:30,quiet,no,social,never,veg,sometimes,no,no,sometimes,never,allowed
average,night_owl,06:15,quiet,no,regular,never,veg,often,no,yes,rarely,sometimes,not_allowed
average,night_owl,08:00,loud,no,social,never,vegan,never,yes,yes,rarely,often,allowed
average,early_riser,08:15,quiet,no,social,daily,vegan,never,yes,yes,sometimes,often,allowed
average,flexible,07:00,moderate,no,regular,daily,veg,often,yes,yes,rarely,never,allowed
average,night_owl,08:30,quiet,no,social,daily,veg,often,yes,no,frequently,never,not_allowed
messy,flexible,08:00,moderate,no,social,never,veg,often,yes,yes,frequently,never,allowed
average,flexible,08:15,loud,no,never,sometimes,veg,often,yes,no,rarely,often,allowed
very_clean,early_riser,06:15,moderate,no,social,daily,veg,sometimes,yes,yes,sometimes,sometimes,not_allowed
very_clean,flexible,07:30,moderate,yes,never,daily,vegan,never,yes,no,sometimes,never,allowed
average,flexible,08:00,loud,no,never,sometimes,vegan,often,yes,yes,sometimes,often,not_allowed
average,flexible,06:15,quiet,no,social,daily,vegan,often,yes,yes,rarely,never,allowed
messy,early_riser,07:00,loud,no,regular,sometimes,vegan,never,yes,no,sometimes,never,allowed
messy,early_riser,08:45,quiet,no,regular,daily,veg,often,no,no,sometimes,sometimes,not_allowed
messy,early_riser,07:15,moderate,no,social,never,vegan,never,yes,no,rarely,never,not_allowed
very_clean,night_owl,08:45,quiet,no,social,sometimes,non_veg,never,no,yes,sometimes,sometimes,allowed
average,early_riser,08:45,moderate,yes,never,daily,vegan,often,yes,yes,rarely,often,not_allowed
average,flexible,08:45,quiet,no,never,never,veg,never,yes,yes,sometimes,often,allowed
very_clean,flexible,06:00,loud,no,social,sometimes,veg,often,no,no,frequently,sometimes,allowed
average,night_owl,07:45,loud,no,social,sometimes,vegan,never,no,yes,sometimes,sometimes,allowed
messy,flexible,06:00,loud,yes,regular,daily,vegan,sometimes,yes,yes,sometimes,never,allowed
messy,flexible,06:45,loud,no,social,never,non_veg,never,no,yes,rarely,never,not_allowed
messy,early_riser,08:00,quiet,no,regular,never,non_veg,never,no,no,rarely,sometimes,allowed
very_clean,night_owl,07:30,quiet,no,never,daily,non_veg,never,no,yes,sometimes,never,not_allowed
messy,night_owl,08:45,moderate,no,social,never,non_veg,often,yes,no,sometimes,sometimes,not_allowed
very_clean,night_owl,06:45,quiet,no,social,sometimes,veg,sometimes,no,no,frequently,never,allowed
messy,night_owl,08:45,moderate,no,never,sometimes,vegan,sometimes,no,no,frequently,never,not_allowed
average,flexible,08:45,loud,yes,social,daily,veg,never,no,no,sometimes,never,allowed
messy,flexible,07:45,loud,no,never,sometimes,non_veg,never,no,no,rarely,sometimes,not_allowed
average,flexible,08:45,quiet,no,social,never,vegan,often,no,yes,rarely,never,allowed
very_clean,flexible,07:15,moderate,no,regular,never,veg,sometimes,yes,no,sometimes,sometimes,not_allowed
very_clean,early_riser,08:30,moderate,no,social,never,non_veg,never,no,no,frequently,sometimes,allowed
messy,early_riser,08:00,moderate,no,social,never,veg,sometimes,yes,no,sometimes,never,allowed
average,night_owl,08:45,loud,no,social,never,non_veg,often,yes,yes,frequently,never,allowed
very_clean,flexible,07:15,loud,no,social,daily,veg,sometimes,yes,yes,sometimes,sometimes,not_allowed
average,early_riser,08:45,moderate,no,social,never,veg,often,yes,yes,sometimes,sometimes,not_allowed
messy,night_owl,06:15,quiet,no,social,never,non_veg,sometimes,yes,yes,frequently,often,allowed
messy,early_riser,09:30,moderate,yes,regular,never,veg,never,yes,yes,sometimes,often,allowed
average,early_riser,07:45,moderate,yes,social,sometimes,non_veg,often,no,yes,rarely,never,not_allowed
very_clean,night_owl,07:30,quiet,no,social,never,veg,often,yes,no,rarely,sometimes,not_allowed
very_clean,early_riser,08:00,loud,yes,regular,sometimes,veg,never,no,no,sometimes,often,not_allowed
very_clean,night_owl,07:15,loud,no,never,never,veg,often,no,yes,sometimes,sometimes,allowed
average,early_riser,07:15,moderate,no,social,sometimes,non_veg,often,yes,no,rarely,never,not_allowed
average,early_riser,08:30,quiet,no,social,never,non_veg,often,yes,no,frequently,sometimes,not_allowed
average,night_owl,08:15,loud,no,never,never,non_veg,often,no,no,sometimes,sometimes,allowed
messy,night_owl,07:15,moderate,yes,regular,daily,vegan,sometimes,yes,no,rarely,often,allowed
average,early_riser,08:15,quiet,no,social,daily,non_veg,never,no,no,sometimes,sometimes,not_allowed
messy,flexible,08:00,loud,no,social,never,vegan,sometimes,yes,no,rarely,never,allowed
very_clean,flexible,08:00,quiet,no,never,sometimes,vegan,often,yes,no,frequently,never,not_allowed
messy,flexible,08:00,loud,no,social,never,non_veg,never,yes,no,sometimes,never,allowed
very_clean,night_owl,06:45,quiet,yes,social,sometimes,veg,never,yes,yes,rarely,never,allowed
messy,night_owl,07:45,quiet,no,never,never,vegan,never,yes,no,rarely,never,allowed
average,flexible,08:30,quiet,no,social,never,veg,never,yes,no,frequently,sometimes,allowed
very_clean,night_owl,08:30,quiet,no,never,daily,veg,sometimes,no,no,sometimes,never,not_allowed
average,flexible,07:30,moderate,no,social,sometimes,non_veg,often,no,no,sometimes,often,not_allowed
very_clean,night_owl,08:00,quiet,no,regular,daily,non_veg,never,yes,no,rarely,sometimes,allowed
average,flexible,06:30,moderate,no,regular,sometimes,non_veg,sometimes,yes,no,sometimes,never,allowed
average,early_riser,08:45,quiet,no,social,sometimes,vegan,often,yes,no,sometimes,often,not_allowed
messy,early_riser,08:45,moderate,yes,social,sometimes,veg,often,no,no,rarely,often,not_allowed
messy,night_owl,07:45,loud,no,never,never,veg,often,no,yes,rarely,sometimes,not_allowed
average,flexible,08:30,moderate,yes,regular,never,vegan,never,yes,no,sometimes,often,allowed
very_clean,flexible,07:00,quiet,no,social,never,veg,often,yes,yes,rarely,sometimes,allowed
very_clean,night_owl,08:45,loud,yes,never,sometimes,vegan,sometimes,yes,no,sometimes,sometimes,allowed
messy,night_owl,07:30,loud,no,never,never,non_veg,sometimes,yes,no,sometimes,never,not_allowed
average,flexible,08:30,quiet,no,social,daily,non_veg,never,no,no,frequently,often,allowed
average,flexible,08:00,moderate,no,never,never,vegan,never,no,no,rarely,sometimes,allowed
average,flexible,09:30,quiet,no,social,never,veg,often,yes,yes,sometimes,often,allowed
very_clean,flexible,08:15,loud,yes,never,never,veg,never,no,yes,sometimes,never,allowed
average,flexible,07:45,loud,no,social,daily,non_veg,never,yes,no,frequently,never,allowed
average,early_riser,09:15,loud,no,social,never,veg,sometimes,no,no,rarely,never,not_allowed
very_clean,night_owl,08:45,moderate,no,social,never,non_veg,sometimes,yes,no,rarely,sometimes,allowed
average,flexible,07:15,moderate,yes,social,sometimes,veg,sometimes,no,no,sometimes,never,not_allowed
messy,early_riser,08:45,loud,yes,regular,never,non_veg,sometimes,yes,no,sometimes,often,not_allowed
average,night_owl,09:45,moderate,no,never,sometimes,veg,sometimes,yes,no,frequently,never,allowed
very_clean,early_riser,08:30,loud,yes,social,daily,veg,often,no,no,sometimes,never,not_allowed
very_clean,flexible,09:15,quiet,no,never,never,veg,sometimes,no,no,sometimes,never,allowed
very_clean,flexible,08:00,moderate,yes,social,never,vegan,never,no,yes,frequently,sometimes,not_allowed
average,flexible,08:30,moderate,no,social,sometimes,veg,often,yes,yes,sometimes,never,allowed
messy,night_owl,08:45,moderate,no,regular,never,vegan,often,no,no,rarely,sometimes,not_allowed
average,night_owl,10:00,quiet,yes,never,never,non_veg,sometimes,yes,no,rarely,sometimes,not_allowed
average,night_owl,09:30,loud,no,never,never,veg,never,no,no,sometimes,sometimes,allowed
very_clean,night_owl,07:45,loud,no,social,daily,vegan,never,no,yes,rarely,never,allowed
very_clean,flexible,06:15,loud,yes,never,never,veg,never,yes,no,sometimes,never,not_allowed
average,flexible,07:15,moderate,no,never,daily,non_veg,often,no,no,frequently,never,not_allowed
average,early_riser,08:45,moderate,no,never,sometimes,non_veg,sometimes,no,yes,rarely,sometimes,allowed
messy,night_owl,06:30,quiet,no,social,sometimes,veg,often,no,yes,frequently,never,not_allowed
average,early_riser,07:30,loud,no,social,daily,vegan,sometimes,yes,yes,frequently,sometimes,allowed
very_clean,night_owl,07:00,loud,no,never,daily,non_veg,often,no,yes,frequently,sometimes,not_allowed
average,night_owl,09:15,loud,no,regular,never,vegan,never,yes,no,sometimes,sometimes,not_allowed
average,flexible,07:15,moderate,yes,social,sometimes,veg,often,no,no,sometimes,sometimes,not_allowed
messy,flexible,07:30,moderate,no,social,daily,non_veg,never,yes,no,frequently,sometimes,not_allowed
average,early_riser,06:00,quiet,no,social,sometimes,veg,often,no,yes,rarely,sometimes,allowed
very_clean,flexible,08:30,quiet,no,regular,never,vegan,sometimes,yes,yes,sometimes,sometimes,not_allowed
very_clean,flexible,08:15,quiet,no,never,sometimes,non_veg,often,yes,yes,rarely,often,allowed
messy,early_riser,07:45,quiet,yes,regular,daily,vegan,sometimes,no,no,frequently,often,not_allowed
messy,flexible,07:45,quiet,no,regular,sometimes,veg,often,yes,no,sometimes,often,allowed
very_clean,flexible,08:00,quiet,no,regular,daily,non_veg,never,yes,yes,frequently,sometimes,not_allowed
messy,night_owl,08:30,loud,no,never,sometimes,veg,sometimes,no,yes,frequently,never,not_allowed
messy,early_riser,07:45,loud,no,social,daily,non_veg,often,yes,yes,rarely,sometimes,allowed
messy,night_owl,07:15,moderate,no,social,daily,veg,sometimes,no,no,frequently,never,allowed
average,flexible,05:00,loud,no,social,sometimes,non_veg,sometimes,yes,no,sometimes,often,allowed
average,early_riser,06:00,moderate,no,never,daily,non_veg,often,yes,no,rarely,sometimes,allowed
average,flexible,08:30,moderate,no,never,never,vegan,sometimes,yes,yes,rarely,sometimes,not_allowed
messy,flexible,07:45,quiet,no,regular,never,vegan,never,no,no,rarely,never,not_allowed
average,night_owl,09:45,moderate,no,social,never,non_veg,never,no,no,rarely,sometimes,allowed
average,flexible,08:00,loud,no,regular,daily,veg,never,no,no,frequently,often,allowed
messy,night_owl,08:15,loud,no,never,sometimes,non_veg,sometimes,no,no,sometimes,sometimes,not_allowed
average,flexible,07:15,moderate,no,social,daily,veg,never,no,no,sometimes,sometimes,not_allowed
average,night_owl,08:15,quiet,no,regular,sometimes,veg,sometimes,yes,no,sometimes,sometimes,not_allowed
messy,flexible,06:45,moderate,no,never,daily,vegan,never,yes,yes,rarely,often,not_allowed
average,night_owl,06:15,quiet,yes,never,sometimes,non_veg,never,yes,no,rarely,never,not_allowed
very_clean,flexible,08:30,quiet,no,social,daily,veg,never,yes,yes,sometimes,often,allowed
average,night_owl,07:15,loud,yes,social,sometimes,vegan,often,yes,yes,sometimes,never,allowed
average,night_owl,09:00,quiet,no,regular,daily,veg,sometimes,yes,no,sometimes,sometimes,allowed
messy,flexible,08:15,moderate,yes,regular,never,vegan,never,no,no,sometimes,never,not_allowed
very_clean,early_riser,07:45,moderate,no,never,never,veg,often,no,yes,sometimes,sometimes,allowed
average,flexible,07:30,quiet,no,regular,sometimes,non_veg,sometimes,no,yes,frequently,sometimes,not_allowed
very_clean,flexible,08:30,quiet,no,regular,sometimes,vegan,sometimes,no,yes,sometimes,often,allowed
average,early_riser,08:45,moderate,no,never,never,veg,often,no,no,sometimes,often,allowed
average,flexible,07:00,moderate,no,social,never,non_veg,often,no,yes,sometimes,sometimes,allowed
average,night_owl,07:15,quiet,no,social,sometimes,non_veg,never,no,no,sometimes,sometimes,allowed
average,flexible,07:30,moderate,no,regular,daily,vegan,often,yes,no,sometimes,sometimes,not_allowed
average,night_owl,07:30,loud,no,social,never,vegan,sometimes,no,yes,frequently,sometimes,allowed
average,night_owl,09:45,loud,yes,social,daily,veg,sometimes,yes,no,frequently,never,allowed
average,early_riser,08:45,loud,no,social,daily,vegan,sometimes,yes,no,sometimes,never,allowed
average,night_owl,07:15,moderate,no,social,never,non_veg,sometimes,no,no,rarely,never,not_allowed
messy,night_owl,08:15,quiet,no,social,sometimes,veg,often,yes,no,sometimes,never,allowed
messy,early_riser,07:00,moderate,no,never,daily,vegan,never,no,yes,sometimes,sometimes,not_allowed
average,early_riser,07:00,moderate,no,never,sometimes,veg,never,yes,no,sometimes,sometimes,not_allowed
average,flexible,10:00,loud,no,social,sometimes,veg,never,no,no,sometimes,never,allowed
messy,night_owl,07:00,quiet,yes,never,sometimes,non_veg,sometimes,no,yes,sometimes,never,allowed
messy,night_owl,06:15,quiet,no,social,sometimes,vegan,often,no,no,frequently,never,not_allowed
very_clean,early_riser,07:15,moderate,no,never,never,non_veg,often,no,no,rarely,often,not_allowed
very_clean,night_owl,09:45,loud,yes,regular,sometimes,non_veg,sometimes,yes,yes,sometimes,sometimes,allowed
